Domaine;Titre;Sous_Titre;Référence_Reglementaire;ID_Article;Exigence;Documents_Justificatif;Lien_1;Lien_2;Lien_3;Lien_4;Derniere_verification_JO
Air;Généralités;prescription technique;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l atmosphére et les conditions de leur contrôle.; Art. 8";8;Si l installation prétraite ses émissions, il a installé des cheminées ou des dispositifs d évacuation pour évacuer les émissions traitées, et qui sont conçues de maniére à permettre une bonne dispersion des émissions dans l atmosphére.;"Documentation technique de l'installation
Enregistrements de surveillance des émissions";2.1;0;0;0;18/07/2026
Air;Généralités;prescription technique;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l atmosphére et les conditions de leur contrôle.; Art. 10";10;L'exploitant d'une installation générant des rejets atmosphériques non soumise à la réglementation des installations classées doit fournir à l'autorité compétente les informations relatives à la nature et à la quantité des émissions, au point de rejet, à la hauteur du rejet, à ses variations dans le temps, aux autres caractéristiques des émissions ainsi qu'aux mesures mises en œuvre pour les réduire.;"Documentation technique de l'installation
Enregistrements de surveillance des émissions";2.1;0;0;0;18/07/2026
Air;Limites d émission;Obligation de respect des valeur limite;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l atmosphére et les conditions de leur contrôle.; Art. 3";3;L'établissement doit respecter les valeurs limites réglementaires des rejets atmosphériques applicables à la nature de son installation. Les installations industrielles existantes peuvent bénéficier de tolérances temporaires pendant la période de mise à niveau prévue par la réglementation, selon leur catégorie d'activité, tandis que les installations pétrolières sont soumises à un délai spécifique de mise en conformité.;Registre des mesures des polluants atmosphériques;2.1;0;0;0;18/07/2026
Air;Limites d émission;taxe complémentaire sur la pollution atmosphérique;"Décret exécutif n ° 07-299 du 27 septembre 2007 pour déterminer les termes de la mise en œuvre de la taxe supplémentaire sur la pollution atmosphérique causée par les installations industrielles; Art. 2 a art 4 
Loi 01-21 du 22 décembre 2001 concernant la loi financiére pour l année 2002; Art. 205";2 à 4;L'établissement doit respecter les valeurs limites réglementaires des émissions atmosphériques tel decrit dans le decret 06-138 afin d'éviter l'application de la taxe complémentaire sur la pollution atmosphérique d'origine industrielle, dont le montant est déterminé en fonction du dépassement constaté sur la base des analyses de l'ONEDD.;Preuve de paiement de la taxe supplémentaire sur la pollution de l air;2.2;2.1;0;0;18/07/2026
Air;Limites d émission;Mesures à prendre en cas d'indisponibilité des installations de traitement;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l atmosphére et les conditions de leur contrôle.; Art. 7";7;L'établissement doit concevoir, exploiter et entretenir les installations de traitement des rejets atmosphériques de manière à réduire au minimum leur indisponibilité. En cas d'indisponibilité susceptible d'entraîner un dépassement des valeurs limites d'émission, il doit prendre les mesures nécessaires pour réduire les émissions ou, si nécessaire, arrêter les activités concernées.;Enregistrements de surveillance des émissions;2.1;0;0;0;18/07/2026
Air;Limites d émission;Mesures à prendre en cas de dépassement des limites;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l atmosphére et les conditions de leur contrôle.; Art. 15";15;Si l installation dépasse les valeurs de limite d émission d air indiquées à l annexe 1 du decret 06-138 , L'établissement doit justifier tout dépassement constaté et mettre en œuvre, ou prévoir, les actions correctives nécessaires pour y remédier.;"Explication détaillée, commentaires et arguments sur le dépassement des valeurs de limite d émission d air
Notification sur les actions correctives lorsque les limites d émission sont dépassées";2.1;0;0;0;18/07/2026
Air;Limites d émission;Obligation légal en cas  de panne de equipement de traitement;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l atmosphére et les conditions de leur contrôle.; Art. 9";9;L établissement informe immédiatement l autorité compétente s il y a eu des polluants atmosphériques émis directement dans l atmosphére en raison du dysfonctionnement de l équipement de prétraitement.;Lettre de notification en cas de pollution atmosphérique;2.1;0;0;0;18/07/2026
Air;Mesure et rapport;l échantillonnage et mesures  des émissions.;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l atmosphére et les conditions de leur contrôle.; Art. 11";11;L'exploitant doit tenir un registre des analyses des rejets atmosphériques, consignant les dates et les résultats des mesures réalisées conformément à la réglementation. Les mesures sont effectuées sous sa responsabilité et à ses frais.;Registre des mesures des polluants atmosphériques;2.1;0;0;0;18/07/2026
Air;Mesure et rapport;Mise à disposition des résultats des émissions;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l atmosphére et les conditions de leur contrôle.; Art. 12";12;Le résultat des mesures sur les émissions d air est mis à la disposition de l autorité d inspection représentant le ministére de l environnement sur demande.;Registre des mesures des polluants atmosphériques;2.1;0;0;0;18/07/2026
Air;Émissions de solvant / COV;Limite reglementaire;"Décret exécutif 06-138 du 15 avril 2006 régulant les émissions de gaz, les fumées, les vapeurs, les liquides ou les particules solides dans l atmosphére et les conditions de leur contrôle.; Annexe 1";16;L installation garantit que l émission du composé organique volatil ne dépasse pas 150 mg / nm3.;Enregistrements de la surveillance des émissions de composés organiques volatils;2.1;0;0;0;18/07/2026
Air;Émissions de bruit ambiant;Conception;"Loi 03-10 du 19 juillet 2003 sur la protection de l environnement dans la perspective du développement durable; Art. 44 et art. 46 Décret exécutif 93-184 du 27 juillet 1993 sur les émissions de bruit.; Art. 7";7;L infrastructure des installations est construite, exécutée et conçue de maniére à réduire le bruit ambiant généré.;Enregistre sur le bruit ambiant généré par l installation;2.3.2;2.3.1;0;0;18/07/2026
Air;Émissions de bruit ambiant;Valeurs limite de bruit;"Décret exécutif 93-184 du 27 juillet 1993 sur les émissions de bruit.; Art.2 et Art 3";6;"Art. 2. - Les niveaux sonores maximums admis dans les zones d'habitation et dans les voies et lieux publics ou privés sont de 70 décibels (70 DB) en période diurne (6 heures a 22 heures) et de 45 décibels (45 DB) en période nocturne (22 heures a 6 heures). 
Art. 3.- Les niveaux sonores maximums admis au voisinage immédiat des établissements hospitaliers ou d'enseignement et dans les aires de repos et de détente ainsi que dans leur enceinte sont de 45 décibels (DB) en période diurne (6 heures a 22 heures) et de 40 décibels (DB) en période nocturne (22 h a 6 h). ";Cartographie de bruit;2.3.2;0;0;0;18/07/2026
Air;Émissions de bruit ambiant;Obligation légale en cas de dépassement de bruit;"Décret exécutif 93-184 du 27 juillet 1993 sur les émissions de bruit.; Art. 6";6;Si le niveau de bruit généré par l installation dépasse les niveaux de bruit ambiant répertoriés sous l art. 6 du décret exécutif 93-184 du 27 juillet 1993, l installation prend des mesures pour réduire ces niveaux.;Cartographie de bruit incluant les mesures techniques réaliser pour réduire le bruit;2.3.2;0;0;0;18/07/2026
Air;Émissions de bruit ambiant;Autorisation pour les activités générant du bruit;"Loi 03-10 du 19 juillet 2003 sur la protection de l environnement dans la perspective du développement durable; Art. 74";74;Lorsque les activités visées à l'article 73 de la loi 03-10  sont susceptibles, par le bruit qu'elles provoquent, de présenter les dangers ou causer les troubles mentionnés à l'article 72 ci-dessus, elles sont soumises à autorisation;Autorisation pour les activités générant du bruit;2.3.1;0;0;0;18/07/2026
Air;Rayonnement ionisant;Autorisation/ déclatation;"Décret présidentiel 05-117 du 11 avril 2005 sur la protection des travailleurs contre les radiations ionisantes.; Art. 3";3;La détention et l’utilisation des sources de rayonnements ionisants sont soumises au régime de l’autorisation à l’exception de celles qui satisfont aux conditions d’exemption prévues ci-après et qui ne nécessitent qu’une déclaration au commissariat à l’énergie atomique.;Autorisation opérationnelle pour les sources de rayonnement ionisant;2.4;0;0;0;18/07/2026
